Filename,Scenario ID,Tokens Input,Model Type,Tokens Output Iteration_1,Tokens Output Iteration_2,Tokens Output Iteration_3,Tokens Output Iteration_4,Tokens Output Iteration_5,Fitness Iteration_1,Fitness Iteration_2,Fitness Iteration_3,Fitness Iteration_4,Fitness Iteration_5,Cost Input,Cost Output,Cost Total,Time,Simulation Status,Simulation Time
padder_ssscrazy_buggy1.v,0,2474,gpt-4o-2024-05-13,831,838.0,882.0,840.0,882.0,0.9167437069124912,0.9167437069124912,0.8718138355476901,0.9167437069124912,0.8718138355476901,,,,,,
round_ssscrazy_buggy1.v,0,3693,gpt-4o-2024-05-13,2086,2085.0,2086.0,2085.0,2085.0,0.0,1.0,0.0,0.0,0.0,,,,,,
tate_pairing_wadden_buggy1.v,0,3249,gpt-4o-2024-05-13,1642,1641.0,1641.0,1641.0,1680.0,0.0,0.0,0.0,0.0,0.0,,,,,,
tate_pairing_kgoliya_buggy1.v,0,3249,gpt-4o-2024-05-13,1629,1641.0,1599.0,1641.0,1641.0,0.2068669527896995,1.0,0.2068669527896995,0.2068669527896995,0.2068669527896995,,,,,,
tate_pairing_wadden_buggy2.v,0,3249,gpt-4o-2024-05-13,1627,1641.0,1640.0,1641.0,1646.0,0.0,0.0,0.0,1.0,0.0,,,,,,
BM_lamda_ssscrazy_buggy1.v,0,4516,gpt-4o-2024-05-13,2904,2860.0,2739.0,2904.0,2734.0,0.181086790363447,0.1850793517052943,0.5643587475250802,0.1813106723078497,0.1812312303275778,,,,,,
out_stage_ssscrazy_buggy1.v,0,2288,gpt-4o-2024-05-13,684,683.0,683.0,684.0,683.0,1.0,1.0,1.0,1.0,1.0,,,,,,
sdram_controller_wadden_buggy1.v,0,4562,gpt-4o-2024-05-13,2942,2949.0,2945.0,2945.0,2931.0,1.0,1.0,1.0,1.0,1.0,,,,,,
sdram_controller_wadden_buggy2.v,0,4552,gpt-4o-2024-05-13,2958,2946.0,2942.0,2946.0,2930.0,1.0,1.0,1.0,1.0,1.0,,,,,,
sdram_controller_kgoliya_buggy2.v,0,4554,gpt-4o-2024-05-13,2927,2943.0,2960.0,2960.0,2695.0,1.0,0.7288255285342279,0.7288255285342279,0.7288255285342279,1.0,,,,,,
decoder_3_to_8_wadden_buggy1.v,2,2091,gpt-4o-2024-05-13,396,397.0,396.0,396.0,396.0,1.0,1.0,1.0,1.0,1.0,,,,,,
decoder_3_to_8_wadden_buggy2.v,2,2069,gpt-4o-2024-05-13,375,378.0,378.0,378.0,378.0,1.0,1.0,1.0,1.0,1.0,,,,,,
first_counter_overflow_wadden_buggy1.v,2,2045,gpt-4o-2024-05-13,373,381.0,403.0,354.0,352.0,0.8758620689655172,0.0,0.7931034482758621,0.7931034482758621,0.7655172413793103,,,,,,
first_counter_overflow_wadden_buggy2.v,2,2043,gpt-4o-2024-05-13,370,356.0,343.0,371.0,369.0,0.9310344827586208,0.7655172413793103,0.6275862068965518,0.9310344827586208,0.9310344827586208,,,,,,
first_counter_overflow_kgoliya_buggy1.v,2,2047,gpt-4o-2024-05-13,342,303.0,369.0,346.0,354.0,0.7655172413793103,1.0,0.7931034482758621,0.7655172413793103,1.0,,,,,,
tff_wadden_buggy1.v,2,1755,gpt-4o-2024-05-13,82,82.0,80.0,74.0,82.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,,,,,,
tff_wadden_buggy2.v,2,1757,gpt-4o-2024-05-13,80,84.0,82.0,84.0,84.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,,,,,,
fsm_full_wadden_buggy1.v,2,2780,gpt-4o-2024-05-13,1201,1045.0,1047.0,1057.0,1058.0,1.0,0.8,1.0,1.0,1.0,,,,,,
fsm_full_wadden_buggy2.v,2,2761,gpt-4o-2024-05-13,988,952.0,988.0,1017.0,1015.0,0.902439024390244,0.902439024390244,0.902439024390244,0.8048780487804879,0.8048780487804879,,,,,,
fsm_full_ssscrazy_buggy1.v,2,2757,gpt-4o-2024-05-13,1040,1032.0,1028.0,972.0,1076.0,1.0,1.0,1.0,1.0,0.9,,,,,,
fsm_full_ssscrazy_buggy2.v,2,2858,gpt-4o-2024-05-13,1044,1048.0,1040.0,1044.0,1040.0,1.0,1.0,1.0,1.0,1.0,,,,,,
lshift_reg_wadden_buggy1.v,2,1953,gpt-4o-2024-05-13,266,264.0,262.0,265.0,265.0,0.8620689655172413,0.7586206896551724,0.7586206896551724,0.8620689655172413,0.8620689655172413,,,,,,
lshift_reg_wadden_buggy2.v,2,1953,gpt-4o-2024-05-13,263,235.0,230.0,263.0,234.0,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.8620689655172413,,,,,,
lshift_reg_kgoliya_buggy1.v,2,1955,gpt-4o-2024-05-13,234,233.0,264.0,233.0,265.0,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.8620689655172413,,,,,,
mux_4_1_wadden_buggy1.v,2,1929,gpt-4o-2024-05-13,234,197.0,236.0,236.0,236.0,1.0,1.0,1.0,1.0,1.0,,,,,,
mux_4_1_wadden_buggy2.v,2,1929,gpt-4o-2024-05-13,247,236.0,245.0,236.0,236.0,1.0,1.0,1.0,1.0,1.0,,,,,,
mux_4_1_kgoliya_buggy1.v,2,1924,gpt-4o-2024-05-13,236,236.0,236.0,236.0,236.0,1.0,1.0,1.0,1.0,1.0,,,,,,
i2c_slave_model_wadden_buggy1.v,2,4593,gpt-4o-2024-05-13,2913,2912.0,2913.0,2915.0,2918.0,0.0,0.8383484759562883,0.8383484759562883,0.8383484759562883,0.8383484759562883,,,,,,
i2c_slave_model_wadden_buggy2.v,2,4600,gpt-4o-2024-05-13,2920,2915.0,2919.0,2920.0,2916.0,0.8383484759562883,0.8383484759562883,0.8383484759562883,0.8383484759562883,0.8383484759562883,,,,,,
i2c_master_bit_ctrl_kgoliya_buggy1.v,2,18864,gpt-4o-2024-05-13,5635,5640.0,5664.0,5642.0,5641.0,1.0,1.0,1.0,1.0,1.0,,,,,,
keccak_wadden_buggy1.v,2,2628,gpt-4o-2024-05-13,922,934.0,923.0,947.0,942.0,0.0,0.0,0.0,0.0,0.0,,,,,,
keccak_wadden_buggy2.v,2,2607,gpt-4o-2024-05-13,906,914.0,903.0,911.0,904.0,0.0,0.0,0.0,0.0,0.0,,,,,,
padder_ssscrazy_buggy1.v,2,2578,gpt-4o-2024-05-13,827,823.0,848.0,642.0,842.0,0.0,0.5495126654164135,0.9167437069124912,0.8718138355476901,0.9167437069124912,,,,,,
round_ssscrazy_buggy1.v,2,3777,gpt-4o-2024-05-13,2085,2086.0,2085.0,2086.0,2085.0,0.0,0.0,0.0,0.0,0.0,,,,,,
tate_pairing_wadden_buggy1.v,2,3345,gpt-4o-2024-05-13,1448,1641.0,1641.0,1640.0,1442.0,0.0,0.0,0.0,0.0,0.0,,,,,,
tate_pairing_kgoliya_buggy1.v,2,3342,gpt-4o-2024-05-13,1639,1640.0,1645.0,1642.0,1644.0,0.2068669527896995,1.0,0.2068669527896995,0.2068669527896995,0.0,,,,,,
tate_pairing_wadden_buggy2.v,2,3342,gpt-4o-2024-05-13,1643,1644.0,1643.0,1635.0,1632.0,0.0,0.0,0.3304721030042918,0.0,0.0,,,,,,
BM_lamda_ssscrazy_buggy1.v,2,4594,gpt-4o-2024-05-13,2993,2908.0,2908.0,2727.0,2735.0,0.1821460167670725,0.1809519797302583,0.1850793517052943,1.0,0.1816260328962018,,,,,,
out_stage_ssscrazy_buggy1.v,2,2390,gpt-4o-2024-05-13,505,682.0,683.0,686.0,501.0,1.0,0.6070318189204317,0.6031560132162567,1.0,0.0,,,,,,
sdram_controller_wadden_buggy1.v,2,4793,gpt-4o-2024-05-13,2980,2945.0,2945.0,3008.0,2971.0,0.0,1.0,1.0,0.8171435795861604,1.0,,,,,,
sdram_controller_wadden_buggy2.v,2,4918,gpt-4o-2024-05-13,2946,2943.0,2923.0,2941.0,2922.0,0.8772740892941226,0.8748662643899516,0.9977047516055704,0.8772740892941226,1.0,,,,,,
sdram_controller_kgoliya_buggy2.v,2,4932,gpt-4o-2024-05-13,2946,2660.0,2936.0,2947.0,2927.0,0.7288255285342279,0.7288255285342279,0.7288255285342279,0.7288255285342279,0.7288255285342279,,,,,,
decoder_3_to_8_wadden_buggy1.v,11,2892,gpt-4o-2024-05-13,396,396.0,396.0,396.0,395.0,1.0,1.0,1.0,1.0,1.0,,,,,,
decoder_3_to_8_wadden_buggy2.v,11,2714,gpt-4o-2024-05-13,378,395.0,355.0,378.0,377.0,1.0,0.9074074074074074,1.0,0.6851851851851852,0.9074074074074074,,,,,,
first_counter_overflow_wadden_buggy1.v,11,3139,gpt-4o-2024-05-13,372,391.0,373.0,363.0,364.0,0.9448275862068966,1.0,0.8758620689655172,0.7931034482758621,1.0,,,,,,
first_counter_overflow_wadden_buggy2.v,11,2442,gpt-4o-2024-05-13,371,339.0,395.0,336.0,371.0,0.9310344827586208,0.7655172413793103,0.9310344827586208,1.0,0.9310344827586208,,,,,,
first_counter_overflow_kgoliya_buggy1.v,11,3654,gpt-4o-2024-05-13,358,367.0,352.0,357.0,361.0,1.0,0.8758620689655172,0.7655172413793103,1.0,1.0,,,,,,
tff_wadden_buggy1.v,11,2135,gpt-4o-2024-05-13,75,83.0,82.0,82.0,77.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,,,,,,
tff_wadden_buggy2.v,11,2137,gpt-4o-2024-05-13,84,83.0,76.0,84.0,84.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,,,,,,
fsm_full_wadden_buggy1.v,11,3146,gpt-4o-2024-05-13,1040,1044.0,1044.0,1040.0,1044.0,0.0,1.0,1.0,1.0,1.0,,,,,,
fsm_full_wadden_buggy2.v,11,3104,gpt-4o-2024-05-13,1178,1016.0,1014.0,997.0,985.0,1.0,0.902439024390244,0.902439024390244,0.902439024390244,0.902439024390244,,,,,,
fsm_full_ssscrazy_buggy1.v,11,3123,gpt-4o-2024-05-13,1073,1048.0,1236.0,1016.0,1033.0,0.8,0.9,0.9,0.9,0.9,,,,,,
fsm_full_ssscrazy_buggy2.v,11,3405,gpt-4o-2024-05-13,834,1004.0,1040.0,1044.0,1040.0,1.0,1.0,1.0,1.0,1.0,,,,,,
lshift_reg_wadden_buggy1.v,11,4636,gpt-4o-2024-05-13,259,260.0,260.0,259.0,259.0,0.7931034482758621,0.0,0.896551724137931,0.7931034482758621,0.7931034482758621,,,,,,
lshift_reg_wadden_buggy2.v,11,3102,gpt-4o-2024-05-13,268,284.0,260.0,261.0,260.0,1.0,1.0,1.0,0.896551724137931,1.0,,,,,,
lshift_reg_kgoliya_buggy1.v,11,3145,gpt-4o-2024-05-13,228,229.0,235.0,234.0,229.0,1.0,1.0,0.8620689655172413,0.8620689655172413,1.0,,,,,,
mux_4_1_wadden_buggy1.v,11,3832,gpt-4o-2024-05-13,236,236.0,231.0,236.0,236.0,1.0,1.0,1.0,1.0,1.0,,,,,,
mux_4_1_wadden_buggy2.v,11,3832,gpt-4o-2024-05-13,187,237.0,246.0,236.0,236.0,1.0,1.0,1.0,1.0,1.0,,,,,,
mux_4_1_kgoliya_buggy1.v,11,3497,gpt-4o-2024-05-13,236,236.0,236.0,243.0,236.0,1.0,1.0,1.0,1.0,1.0,,,,,,
i2c_slave_model_wadden_buggy1.v,11,5473,gpt-4o-2024-05-13,2921,2925.0,2924.0,2919.0,2897.0,0.800923772684788,0.8383484759562883,1.0,0.8383484759562883,0.8383484759562883,,,,,,
i2c_slave_model_wadden_buggy2.v,11,5480,gpt-4o-2024-05-13,2897,2907.0,2922.0,2919.0,2924.0,1.0,0.8383484759562883,0.8383484759562883,0.8383484759562883,0.8383484759562883,,,,,,
i2c_master_bit_ctrl_kgoliya_buggy1.v,11,22810,gpt-4o-2024-05-13,5663,5664.0,5670.0,5611.0,5664.0,1.0,1.0,0.0,0.0,1.0,,,,,,
keccak_wadden_buggy1.v,11,6195,gpt-4o-2024-05-13,922,922.0,926.0,942.0,932.0,0.0,0.0,0.0,0.0,0.0,,,,,,
keccak_wadden_buggy2.v,11,6170,gpt-4o-2024-05-13,902,901.0,893.0,893.0,897.0,0.0,0.0,0.0,0.0,0.0,,,,,,
padder_ssscrazy_buggy1.v,11,4698,gpt-4o-2024-05-13,861,863.0,818.0,634.0,622.0,0.9167437069124912,0.9167437069124912,0.552946459230302,0.0,0.0,,,,,,
round_ssscrazy_buggy1.v,11,7461,gpt-4o-2024-05-13,2085,2086.0,2089.0,2086.0,2087.0,0.0,0.0,0.0,0.0,0.0,,,,,,
tate_pairing_wadden_buggy1.v,11,3850,gpt-4o-2024-05-13,1646,1668.0,1221.0,1650.0,1673.0,0.0,0.0,0.0,0.0,0.0,,,,,,
tate_pairing_kgoliya_buggy1.v,11,3863,gpt-4o-2024-05-13,1641,1641.0,1641.0,1641.0,1642.0,1.0,0.2068669527896995,0.2068669527896995,1.0,1.0,,,,,,
tate_pairing_wadden_buggy2.v,11,3853,gpt-4o-2024-05-13,1643,1628.0,1642.0,1629.0,1645.0,0.3304721030042918,0.0,0.0,0.0,0.0,,,,,,
BM_lamda_ssscrazy_buggy1.v,11,7280,gpt-4o-2024-05-13,2902,2540.0,2906.0,2895.0,2727.0,0.1827165546253889,0.1850793517052943,0.3743438513712769,0.1830728398702447,0.1827165546253889,,,,,,
out_stage_ssscrazy_buggy1.v,11,2806,gpt-4o-2024-05-13,516,709.0,688.0,683.0,522.0,1.0,1.0,1.0,1.0,1.0,,,,,,
sdram_controller_wadden_buggy1.v,11,8360,gpt-4o-2024-05-13,2658,2957.0,2964.0,2945.0,2268.0,1.0,1.0,1.0,1.0,1.0,,,,,,
sdram_controller_wadden_buggy2.v,11,8170,gpt-4o-2024-05-13,2944,2954.0,2944.0,2683.0,2944.0,1.0,1.0,1.0,1.0,1.0,,,,,,
sdram_controller_kgoliya_buggy2.v,11,6753,gpt-4o-2024-05-13,2961,2954.0,2685.0,2945.0,2947.0,0.6750673081166968,0.7288255285342279,0.7288255285342279,0.7288255285342279,0.7288255285342279,,,,,,
decoder_3_to_8_wadden_buggy1.v,12,2351,gpt-4o-2024-05-13,396,396.0,396.0,396.0,396.0,1.0,1.0,1.0,1.0,1.0,,,,,,
decoder_3_to_8_wadden_buggy2.v,12,2315,gpt-4o-2024-05-13,378,378.0,378.0,378.0,378.0,1.0,1.0,1.0,1.0,1.0,,,,,,
first_counter_overflow_wadden_buggy1.v,12,2152,gpt-4o-2024-05-13,363,354.0,356.0,360.0,327.0,0.7931034482758621,0.7931034482758621,0.7931034482758621,0.8620689655172413,0.8620689655172413,,,,,,
first_counter_overflow_wadden_buggy2.v,12,2123,gpt-4o-2024-05-13,347,363.0,362.0,369.0,374.0,0.7655172413793103,0.6275862068965518,0.7103448275862069,0.9310344827586208,0.8758620689655172,,,,,,
first_counter_overflow_kgoliya_buggy1.v,12,2138,gpt-4o-2024-05-13,365,360.0,370.0,341.0,365.0,0.9310344827586208,1.0,1.0,1.0,0.9310344827586208,,,,,,
tff_wadden_buggy1.v,12,1815,gpt-4o-2024-05-13,73,73.0,69.0,71.0,74.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,,,,,,
tff_wadden_buggy2.v,12,1817,gpt-4o-2024-05-13,79,79.0,76.0,69.0,67.0,1.0,1.0,0.8823529411764706,0.8823529411764706,1.0,,,,,,
fsm_full_wadden_buggy1.v,12,3198,gpt-4o-2024-05-13,1037,1039.0,1082.0,1088.0,1092.0,1.0,1.0,1.0,0.9,0.9,,,,,,
fsm_full_wadden_buggy2.v,12,3340,gpt-4o-2024-05-13,1016,1006.0,1038.0,980.0,1012.0,0.902439024390244,0.902439024390244,0.9,0.902439024390244,0.8095238095238095,,,,,,
fsm_full_ssscrazy_buggy1.v,12,3180,gpt-4o-2024-05-13,1022,982.0,1032.0,1187.0,1032.0,1.0,1.0,1.0,1.0,1.0,,,,,,
fsm_full_ssscrazy_buggy2.v,12,3473,gpt-4o-2024-05-13,1020,867.0,1044.0,1034.0,1044.0,1.0,1.0,1.0,1.0,1.0,,,,,,
lshift_reg_wadden_buggy1.v,12,2018,gpt-4o-2024-05-13,260,260.0,182.0,259.0,232.0,1.0,1.0,0.0,1.0,0.8620689655172413,,,,,,
lshift_reg_wadden_buggy2.v,12,2018,gpt-4o-2024-05-13,264,260.0,259.0,227.0,259.0,0.7586206896551724,1.0,0.896551724137931,1.0,0.896551724137931,,,,,,
lshift_reg_kgoliya_buggy1.v,12,2020,gpt-4o-2024-05-13,264,234.0,260.0,271.0,265.0,0.8620689655172413,0.8620689655172413,1.0,0.7586206896551724,0.8620689655172413,,,,,,
mux_4_1_wadden_buggy1.v,12,1990,gpt-4o-2024-05-13,236,236.0,236.0,236.0,236.0,1.0,1.0,1.0,1.0,1.0,,,,,,
mux_4_1_wadden_buggy2.v,12,1990,gpt-4o-2024-05-13,138,226.0,247.0,247.0,247.0,1.0,1.0,1.0,1.0,1.0,,,,,,
mux_4_1_kgoliya_buggy1.v,12,1985,gpt-4o-2024-05-13,236,236.0,236.0,236.0,236.0,1.0,1.0,1.0,1.0,1.0,,,,,,
i2c_slave_model_wadden_buggy1.v,12,4601,gpt-4o-2024-05-13,2261,2919.0,2969.0,2921.0,2817.0,1.0,0.9999665698430268,0.8383484759562883,1.0,0.8383484759562883,,,,,,
i2c_slave_model_wadden_buggy2.v,12,4608,gpt-4o-2024-05-13,2961,2451.0,2927.0,2624.0,2972.0,0.8383484759562883,0.8383484759562883,0.8383484759562883,0.8383484759562883,0.8383484759562883,,,,,,
i2c_master_bit_ctrl_kgoliya_buggy1.v,12,18830,gpt-4o-2024-05-13,5640,5631.0,4095.0,5663.0,5642.0,1.0,0.0,0.0,1.0,1.0,,,,,,
keccak_wadden_buggy1.v,12,2805,gpt-4o-2024-05-13,931,931.0,931.0,931.0,931.0,0.0,0.0,0.0,0.0,0.0,,,,,,
keccak_wadden_buggy2.v,12,2759,gpt-4o-2024-05-13,901,906.0,898.0,906.0,910.0,0.0,0.0,0.0,0.0,0.0,,,,,,
padder_ssscrazy_buggy1.v,12,2805,gpt-4o-2024-05-13,837,823.0,865.0,825.0,865.0,0.535566179772313,0.5495126654164135,0.9167437069124912,0.9167437069124912,0.9167437069124912,,,,,,
round_ssscrazy_buggy1.v,12,4050,gpt-4o-2024-05-13,2085,2086.0,2084.0,2101.0,2083.0,0.0,0.0,0.0,0.0,0.0,,,,,,
tate_pairing_wadden_buggy1.v,12,3587,gpt-4o-2024-05-13,1642,1617.0,1651.0,1659.0,1683.0,0.0,0.0,0.0,0.2068669527896995,0.0,,,,,,
tate_pairing_kgoliya_buggy1.v,12,3574,gpt-4o-2024-05-13,1651,1644.0,1648.0,1641.0,1640.0,0.0,0.0,0.0,0.0,0.0,,,,,,
tate_pairing_wadden_buggy2.v,12,3574,gpt-4o-2024-05-13,1480,1634.0,1642.0,1644.0,1637.0,0.0,0.0,0.0,0.0,0.0,,,,,,
BM_lamda_ssscrazy_buggy1.v,12,4596,gpt-4o-2024-05-13,2902,2894.0,3080.0,3058.0,2908.0,0.1818763955006951,0.1850793517052943,0.499741825994331,0.1827165546253889,0.18172352987199,,,,,,
out_stage_ssscrazy_buggy1.v,12,2671,gpt-4o-2024-05-13,704,702.0,683.0,679.0,685.0,1.0,1.0,1.0,0.9999783341227336,0.9322396018271656,,,,,,
sdram_controller_wadden_buggy1.v,12,5514,gpt-4o-2024-05-13,2957,2934.0,2965.0,2957.0,2931.0,1.0,1.0,1.0,1.0,0.9981456134928696,,,,,,
sdram_controller_wadden_buggy2.v,12,6182,gpt-4o-2024-05-13,2944,2947.0,2944.0,2944.0,2945.0,1.0,0.9985871340898052,1.0,1.0,0.1616770996841727,,,,,,
sdram_controller_kgoliya_buggy2.v,12,6235,gpt-4o-2024-05-13,2956,2956.0,2944.0,2961.0,2950.0,0.7269717967956922,0.7288255285342279,0.7288255285342279,0.7288255285342279,0.7288255285342279,,,,,,
decoder_3_to_8_wadden_buggy1.v,13,3238,gpt-4o-2024-05-13,396,396.0,396.0,396.0,396.0,1.0,1.0,1.0,1.0,1.0,,,,,,
decoder_3_to_8_wadden_buggy2.v,13,3042,gpt-4o-2024-05-13,375,378.0,378.0,371.0,378.0,1.0,1.0,1.0,0.7777777777777778,1.0,,,,,,
first_counter_overflow_wadden_buggy1.v,13,3326,gpt-4o-2024-05-13,381,406.0,384.0,336.0,345.0,0.7931034482758621,0.9310344827586208,0.9310344827586208,1.0,0.8620689655172413,,,,,,
first_counter_overflow_wadden_buggy2.v,13,2598,gpt-4o-2024-05-13,370,350.0,360.0,358.0,399.0,0.9310344827586208,0.7655172413793103,0.7655172413793103,0.7655172413793103,0.7103448275862069,,,,,,
first_counter_overflow_kgoliya_buggy1.v,13,3825,gpt-4o-2024-05-13,350,375.0,350.0,377.0,352.0,0.9310344827586208,0.9310344827586208,0.9310344827586208,0.8758620689655172,1.0,,,,,,
tff_wadden_buggy1.v,13,2264,gpt-4o-2024-05-13,74,69.0,77.0,77.0,77.0,0.8823529411764706,1.0,1.0,0.8823529411764706,1.0,,,,,,
tff_wadden_buggy2.v,13,2266,gpt-4o-2024-05-13,79,79.0,79.0,79.0,79.0,1.0,1.0,1.0,1.0,1.0,,,,,,
fsm_full_wadden_buggy1.v,13,3690,gpt-4o-2024-05-13,1040,1040.0,1040.0,1040.0,1044.0,1.0,1.0,1.0,1.0,1.0,,,,,,
fsm_full_wadden_buggy2.v,13,3827,gpt-4o-2024-05-13,1165,1014.0,1016.0,999.0,1016.0,0.8095238095238095,0.8095238095238095,0.902439024390244,0.902439024390244,0.902439024390244,,,,,,
fsm_full_ssscrazy_buggy1.v,13,3672,gpt-4o-2024-05-13,1032,1053.0,1028.0,1028.0,1028.0,1.0,1.0,1.0,1.0,1.0,,,,,,
fsm_full_ssscrazy_buggy2.v,13,4164,gpt-4o-2024-05-13,1088,1048.0,1040.0,1038.0,1040.0,0.9,1.0,1.0,1.0,1.0,,,,,,
lshift_reg_wadden_buggy1.v,13,4785,gpt-4o-2024-05-13,260,259.0,261.0,260.0,261.0,1.0,0.0,1.0,1.0,1.0,,,,,,
lshift_reg_wadden_buggy2.v,13,3251,gpt-4o-2024-05-13,229,260.0,188.0,265.0,260.0,1.0,1.0,0.8620689655172413,0.8620689655172413,1.0,,,,,,
lshift_reg_kgoliya_buggy1.v,13,3294,gpt-4o-2024-05-13,250,260.0,265.0,265.0,263.0,1.0,1.0,0.8620689655172413,0.8620689655172413,0.8620689655172413,,,,,,
mux_4_1_wadden_buggy1.v,13,3977,gpt-4o-2024-05-13,242,197.0,236.0,236.0,236.0,1.0,1.0,1.0,1.0,1.0,,,,,,
mux_4_1_wadden_buggy2.v,13,3977,gpt-4o-2024-05-13,187,236.0,238.0,226.0,226.0,1.0,1.0,1.0,1.0,1.0,,,,,,
mux_4_1_kgoliya_buggy1.v,13,3642,gpt-4o-2024-05-13,236,197.0,236.0,236.0,236.0,1.0,1.0,1.0,1.0,1.0,,,,,,
i2c_slave_model_wadden_buggy1.v,13,5552,gpt-4o-2024-05-13,2678,2913.0,2918.0,2917.0,2579.0,0.8383484759562883,0.8383484759562883,0.8383484759562883,0.8383484759562883,0.8383484759562883,,,,,,
