Filename,Scenario ID,Tokens Input,Model Type,Tokens Output Iteration_1,Tokens Output Iteration_2,Tokens Output Iteration_3,Tokens Output Iteration_4,Tokens Output Iteration_5,Fitness Iteration_1,Fitness Iteration_2,Fitness Iteration_3,Fitness Iteration_4,Fitness Iteration_5,Cost Input,Cost Output,Cost Total,Time,Simulation Status,Simulation Time
tate_pairing_wadden_buggy1.v,0,3404,gpt-4o-2024-05-13,1651,1641.0,1638.0,1616.0,1669.0,0.0,0.0,0.0,0.0,0.0,,,,,,
tate_pairing_kgoliya_buggy1.v,0,3404,gpt-4o-2024-05-13,1641,1625.0,1641.0,1643.0,1616.0,0.2068669527896995,0.2068669527896995,0.2068669527896995,0.2068669527896995,0.2068669527896995,,,,,,
tate_pairing_wadden_buggy2.v,0,3405,gpt-4o-2024-05-13,1642,1645.0,1641.0,1652.0,1642.0,0.0,0.0,0.0,0.0,1.0,,,,,,
BM_lamda_ssscrazy_buggy1.v,0,4671,gpt-4o-2024-05-13,2727,2716.0,2755.0,2666.0,2695.0,0.016893457471458,0.184690567468509,1.0,0.1850793517052943,0.1850793517052943,,,,,,
out_stage_ssscrazy_buggy1.v,0,2443,gpt-4o-2024-05-13,683,521.0,533.0,683.0,532.0,1.0,0.9322396018271656,1.0,1.0,1.0,,,,,,
sdram_controller_wadden_buggy1.v,0,4717,gpt-4o-2024-05-13,2693,2926.0,2942.0,2641.0,2910.0,1.0,1.0,1.0,1.0,1.0,,,,,,
sdram_controller_wadden_buggy2.v,0,4707,gpt-4o-2024-05-13,2930,2693.0,2925.0,2941.0,2917.0,0.0,1.0,1.0,0.996027717703138,1.0,,,,,,
sdram_controller_kgoliya_buggy2.v,0,4709,gpt-4o-2024-05-13,2944,2656.0,2960.0,2927.0,2971.0,1.0,0.7288255285342279,0.7288255285342279,0.7288255285342279,1.0,,,,,,
decoder_3_to_8_wadden_buggy1.v,2,2246,gpt-4o-2024-05-13,397,396.0,393.0,417.0,396.0,1.0,1.0,1.0,1.0,1.0,,,,,,
decoder_3_to_8_wadden_buggy2.v,2,2224,gpt-4o-2024-05-13,378,378.0,378.0,378.0,375.0,1.0,1.0,1.0,1.0,1.0,,,,,,
first_counter_overflow_wadden_buggy1.v,2,2199,gpt-4o-2024-05-13,376,360.0,352.0,375.0,396.0,0.9448275862068966,1.0,0.6275862068965518,0.7931034482758621,0.7655172413793103,,,,,,
first_counter_overflow_wadden_buggy2.v,2,2197,gpt-4o-2024-05-13,360,319.0,321.0,316.0,214.0,0.7655172413793103,0.9310344827586208,0.7931034482758621,0.7655172413793103,0.7655172413793103,,,,,,
first_counter_overflow_kgoliya_buggy1.v,2,2201,gpt-4o-2024-05-13,373,271.0,333.0,208.0,318.0,0.9310344827586208,0.9310344827586208,0.9310344827586208,0.7655172413793103,0.7655172413793103,,,,,,
tff_wadden_buggy1.v,2,1909,gpt-4o-2024-05-13,78,76.0,69.0,78.0,78.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,,,,,,
tff_wadden_buggy2.v,2,1911,gpt-4o-2024-05-13,69,76.0,73.0,81.0,79.0,1.0,1.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,,,,,,
fsm_full_wadden_buggy1.v,2,2934,gpt-4o-2024-05-13,1222,1036.0,1038.0,1092.0,1058.0,0.8,1.0,1.0,0.9,1.0,,,,,,
fsm_full_wadden_buggy2.v,2,2915,gpt-4o-2024-05-13,788,950.0,1015.0,928.0,987.0,0.902439024390244,0.902439024390244,0.902439024390244,0.902439024390244,0.902439024390244,,,,,,
fsm_full_ssscrazy_buggy1.v,2,2911,gpt-4o-2024-05-13,968,1104.0,1244.0,1046.0,1202.0,1.0,0.9,0.9,0.8,1.0,,,,,,
fsm_full_ssscrazy_buggy2.v,2,3012,gpt-4o-2024-05-13,1018,1044.0,1040.0,1018.0,1039.0,1.0,1.0,1.0,1.0,1.0,,,,,,
lshift_reg_wadden_buggy1.v,2,2107,gpt-4o-2024-05-13,260,261.0,259.0,258.0,265.0,1.0,0.7586206896551724,0.8620689655172413,0.8620689655172413,0.8620689655172413,,,,,,
lshift_reg_wadden_buggy2.v,2,2107,gpt-4o-2024-05-13,266,230.0,228.0,234.0,258.0,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.7586206896551724,,,,,,
lshift_reg_kgoliya_buggy1.v,2,2110,gpt-4o-2024-05-13,235,264.0,266.0,235.0,228.0,0.8620689655172413,0.7586206896551724,0.8620689655172413,0.8620689655172413,0.8620689655172413,,,,,,
mux_4_1_wadden_buggy1.v,2,2082,gpt-4o-2024-05-13,193,236.0,237.0,247.0,256.0,1.0,1.0,1.0,1.0,1.0,,,,,,
mux_4_1_wadden_buggy2.v,2,2082,gpt-4o-2024-05-13,227,146.0,245.0,256.0,247.0,1.0,1.0,1.0,1.0,1.0,,,,,,
mux_4_1_kgoliya_buggy1.v,2,2077,gpt-4o-2024-05-13,257,232.0,236.0,196.0,215.0,1.0,1.0,1.0,1.0,1.0,,,,,,
i2c_slave_model_wadden_buggy1.v,2,4747,gpt-4o-2024-05-13,2913,2196.0,2908.0,2907.0,2913.0,0.8383484759562883,0.8383484759562883,0.8383484759562883,0.8383484759562883,0.8383484759562883,,,,,,
i2c_slave_model_wadden_buggy2.v,2,4754,gpt-4o-2024-05-13,2916,2920.0,2915.0,2920.0,2920.0,0.8383484759562883,0.8383484759562883,0.8383484759562883,0.8383484759562883,0.8383484759562883,,,,,,
i2c_master_bit_ctrl_kgoliya_buggy1.v,2,19172,gpt-4o-2024-05-13,5637,5641.0,5641.0,5641.0,5664.0,0.0,1.0,1.0,1.0,1.0,,,,,,
keccak_wadden_buggy1.v,2,2782,gpt-4o-2024-05-13,934,922.0,922.0,922.0,688.0,0.0,0.0,0.0,0.0,0.0,,,,,,
keccak_wadden_buggy2.v,2,2761,gpt-4o-2024-05-13,906,904.0,904.0,924.0,911.0,0.0,0.0,0.0,0.0,0.0,,,,,,
padder_ssscrazy_buggy1.v,2,2732,gpt-4o-2024-05-13,884,849.0,828.0,869.0,844.0,0.9167437069124912,0.8718138355476901,0.9167437069124912,0.9167437069124912,0.8718138355476901,,,,,,
round_ssscrazy_buggy1.v,2,3931,gpt-4o-2024-05-13,2084,2085.0,2085.0,2084.0,2085.0,0.0,0.0,0.0,0.0,0.0,,,,,,
tate_pairing_wadden_buggy1.v,2,3499,gpt-4o-2024-05-13,1616,1619.0,1643.0,1616.0,1642.0,0.2068669527896995,0.0,0.0,0.0,0.0,,,,,,
tate_pairing_kgoliya_buggy1.v,2,3496,gpt-4o-2024-05-13,1640,1643.0,1617.0,1622.0,1653.0,0.0,1.0,0.0,0.0,0.2068669527896995,,,,,,
tate_pairing_wadden_buggy2.v,2,3497,gpt-4o-2024-05-13,1637,1641.0,1616.0,1616.0,1615.0,0.0,0.0,0.0,0.3321888412017167,0.0,,,,,,
BM_lamda_ssscrazy_buggy1.v,2,4748,gpt-4o-2024-05-13,2564,2974.0,2604.0,2585.0,2542.0,0.1850793517052943,0.1850793517052943,0.0,1.0,0.1850793517052943,,,,,,
out_stage_ssscrazy_buggy1.v,2,2544,gpt-4o-2024-05-13,714,502.0,512.0,556.0,528.0,1.0,1.0,0.0,0.5617751671591669,1.0,,,,,,
sdram_controller_wadden_buggy1.v,2,4947,gpt-4o-2024-05-13,2945,2945.0,2497.0,2180.0,2934.0,1.0,1.0,1.0,0.9995584794030642,1.0,,,,,,
sdram_controller_wadden_buggy2.v,2,5072,gpt-4o-2024-05-13,2951,2935.0,2427.0,2944.0,2921.0,1.0,1.0,1.0,1.0,1.0,,,,,,
sdram_controller_kgoliya_buggy2.v,2,5086,gpt-4o-2024-05-13,2915,2959.0,2927.0,2904.0,2950.0,0.7288255285342279,0.7288255285342279,0.7288255285342279,0.7288255285342279,0.7288255285342279,,,,,,
decoder_3_to_8_wadden_buggy1.v,11,3048,gpt-4o-2024-05-13,335,315.0,396.0,315.0,396.0,1.0,0.6851851851851852,1.0,1.0,1.0,,,,,,
decoder_3_to_8_wadden_buggy2.v,11,2870,gpt-4o-2024-05-13,395,402.0,378.0,358.0,378.0,1.0,0.6851851851851852,0.9629629629629628,1.0,0.6851851851851852,,,,,,
first_counter_overflow_wadden_buggy1.v,11,3294,gpt-4o-2024-05-13,302,242.0,364.0,381.0,375.0,0.8620689655172413,0.9310344827586208,0.7931034482758621,0.7931034482758621,0.9310344827586208,,,,,,
first_counter_overflow_wadden_buggy2.v,11,2597,gpt-4o-2024-05-13,372,349.0,373.0,369.0,321.0,0.9310344827586208,0.7655172413793103,0.7655172413793103,0.9310344827586208,0.8758620689655172,,,,,,
first_counter_overflow_kgoliya_buggy1.v,11,3809,gpt-4o-2024-05-13,368,362.0,368.0,354.0,357.0,1.0,1.0,1.0,0.7793103448275862,0.7655172413793103,,,,,,
tff_wadden_buggy1.v,11,2290,gpt-4o-2024-05-13,79,70.0,77.0,76.0,77.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,,,,,,
tff_wadden_buggy2.v,11,2292,gpt-4o-2024-05-13,80,80.0,79.0,77.0,81.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,,,,,,
fsm_full_wadden_buggy1.v,11,3301,gpt-4o-2024-05-13,1044,1044.0,1018.0,1033.0,1044.0,1.0,1.0,1.0,1.0,1.0,,,,,,
fsm_full_wadden_buggy2.v,11,3259,gpt-4o-2024-05-13,982,1016.0,1025.0,1002.0,848.0,0.902439024390244,0.902439024390244,1.0,0.902439024390244,0.9,,,,,,
fsm_full_ssscrazy_buggy1.v,11,3278,gpt-4o-2024-05-13,1032,1032.0,1219.0,1032.0,1032.0,1.0,1.0,1.0,1.0,1.0,,,,,,
fsm_full_ssscrazy_buggy2.v,11,3560,gpt-4o-2024-05-13,1050,1040.0,1040.0,1040.0,919.0,1.0,1.0,1.0,1.0,1.0,,,,,,
lshift_reg_wadden_buggy1.v,11,4791,gpt-4o-2024-05-13,231,255.0,222.0,223.0,256.0,1.0,0.896551724137931,1.0,1.0,1.0,,,,,,
lshift_reg_wadden_buggy2.v,11,3257,gpt-4o-2024-05-13,243,296.0,266.0,235.0,266.0,0.896551724137931,1.0,0.7586206896551724,1.0,0.8620689655172413,,,,,,
lshift_reg_kgoliya_buggy1.v,11,3301,gpt-4o-2024-05-13,236,260.0,254.0,242.0,266.0,0.8620689655172413,1.0,1.0,0.7586206896551724,0.8620689655172413,,,,,,
mux_4_1_wadden_buggy1.v,11,3986,gpt-4o-2024-05-13,236,241.0,237.0,137.0,236.0,1.0,1.0,1.0,1.0,1.0,,,,,,
mux_4_1_wadden_buggy2.v,11,3986,gpt-4o-2024-05-13,247,230.0,152.0,248.0,246.0,1.0,1.0,1.0,1.0,1.0,,,,,,
mux_4_1_kgoliya_buggy1.v,11,3651,gpt-4o-2024-05-13,236,236.0,237.0,240.0,140.0,1.0,1.0,1.0,1.0,1.0,,,,,,
i2c_slave_model_wadden_buggy1.v,11,5628,gpt-4o-2024-05-13,2181,2923.0,2910.0,2662.0,1570.0,0.8383484759562883,0.8383484759562883,0.8383484759562883,0.8383484759562883,0.8383484759562883,,,,,,
i2c_slave_model_wadden_buggy2.v,11,5635,gpt-4o-2024-05-13,2213,2185.0,2213.0,1776.0,2186.0,0.8383484759562883,0.8383484759562883,0.8383484759562883,1.0,0.8383484759562883,,,,,,
i2c_master_bit_ctrl_kgoliya_buggy1.v,11,23120,gpt-4o-2024-05-13,5631,5637.0,5637.0,5664.0,5634.0,0.0,1.0,0.0,0.0,0.0,,,,,,
keccak_wadden_buggy1.v,11,6350,gpt-4o-2024-05-13,932,932.0,942.0,931.0,917.0,0.0,0.0,0.0,0.0,0.0,,,,,,
keccak_wadden_buggy2.v,11,6325,gpt-4o-2024-05-13,893,904.0,897.0,602.0,901.0,0.0,0.0,0.0,0.0,0.0,,,,,,
padder_ssscrazy_buggy1.v,11,4853,gpt-4o-2024-05-13,866,480.0,871.0,864.0,828.0,0.9167437069124912,0.9167437069124912,0.9167437069124912,0.9167437069124912,0.9167437069124912,,,,,,
round_ssscrazy_buggy1.v,11,7616,gpt-4o-2024-05-13,2089,2089.0,2086.0,2086.0,2087.0,0.0,0.0,0.0,0.0,0.0,,,,,,
tate_pairing_wadden_buggy1.v,11,4005,gpt-4o-2024-05-13,1620,1636.0,1673.0,1634.0,1622.0,0.0,0.0,0.0,0.0,0.0,,,,,,
tate_pairing_kgoliya_buggy1.v,11,4018,gpt-4o-2024-05-13,1621,1616.0,1643.0,1641.0,1632.0,1.0,1.0,0.0,0.0,0.2068669527896995,,,,,,
tate_pairing_wadden_buggy2.v,11,4009,gpt-4o-2024-05-13,1615,1673.0,1616.0,1630.0,1645.0,0.0,0.0,0.0,0.0,0.0,,,,,,
BM_lamda_ssscrazy_buggy1.v,11,7435,gpt-4o-2024-05-13,3027,2935.0,2539.0,2720.0,2727.0,1.0,0.1816838088818541,0.1850793517052943,0.1850793517052943,0.1835916200747477,,,,,,
out_stage_ssscrazy_buggy1.v,11,2961,gpt-4o-2024-05-13,505,505.0,428.0,504.0,524.0,1.0,1.0,1.0,1.0,1.0,,,,,,
sdram_controller_wadden_buggy1.v,11,8515,gpt-4o-2024-05-13,2673,2683.0,2689.0,2935.0,2190.0,1.0,1.0,0.0,0.9996909424049096,1.0,,,,,,
sdram_controller_wadden_buggy2.v,11,8325,gpt-4o-2024-05-13,2671,2944.0,2944.0,2684.0,2988.0,1.0,1.0,1.0,1.0,1.0,,,,,,
sdram_controller_kgoliya_buggy2.v,11,6908,gpt-4o-2024-05-13,2915,2685.0,2990.0,2946.0,2920.0,0.6750673081166968,0.6750673081166968,0.6750673081166968,0.7288255285342279,0.7288255285342279,,,,,,
decoder_3_to_8_wadden_buggy1.v,12,2506,gpt-4o-2024-05-13,393,393.0,393.0,396.0,396.0,1.0,1.0,1.0,1.0,1.0,,,,,,
decoder_3_to_8_wadden_buggy2.v,12,2470,gpt-4o-2024-05-13,378,406.0,378.0,377.0,375.0,1.0,1.0,1.0,1.0,1.0,,,,,,
first_counter_overflow_wadden_buggy1.v,12,2306,gpt-4o-2024-05-13,361,344.0,353.0,366.0,361.0,0.8620689655172413,0.7931034482758621,0.8620689655172413,0.7931034482758621,0.8620689655172413,,,,,,
first_counter_overflow_wadden_buggy2.v,12,2277,gpt-4o-2024-05-13,367,307.0,271.0,371.0,350.0,0.6275862068965518,0.6275862068965518,0.8620689655172413,1.0,0.6275862068965518,,,,,,
first_counter_overflow_kgoliya_buggy1.v,12,2292,gpt-4o-2024-05-13,388,360.0,372.0,372.0,375.0,0.8758620689655172,0.8620689655172413,0.9310344827586208,0.9310344827586208,0.9310344827586208,,,,,,
tff_wadden_buggy1.v,12,1969,gpt-4o-2024-05-13,77,71.0,69.0,76.0,70.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,,,,,,
tff_wadden_buggy2.v,12,1971,gpt-4o-2024-05-13,84,68.0,72.0,69.0,73.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,,,,,,
fsm_full_wadden_buggy1.v,12,3352,gpt-4o-2024-05-13,1044,1039.0,1053.0,1084.0,1085.0,1.0,1.0,1.0,0.9,1.0,,,,,,
fsm_full_wadden_buggy2.v,12,3494,gpt-4o-2024-05-13,1012,1016.0,1085.0,1013.0,953.0,0.902439024390244,0.902439024390244,0.9,0.902439024390244,0.902439024390244,,,,,,
fsm_full_ssscrazy_buggy1.v,12,3334,gpt-4o-2024-05-13,1085,1028.0,1038.0,1028.0,1031.0,0.9,1.0,1.0,0.9627329192546584,0.902439024390244,,,,,,
fsm_full_ssscrazy_buggy2.v,12,3627,gpt-4o-2024-05-13,1048,1048.0,1048.0,968.0,1048.0,1.0,1.0,1.0,1.0,1.0,,,,,,
lshift_reg_wadden_buggy1.v,12,2172,gpt-4o-2024-05-13,249,264.0,263.0,259.0,313.0,1.0,0.8620689655172413,1.0,0.8620689655172413,1.0,,,,,,
lshift_reg_wadden_buggy2.v,12,2172,gpt-4o-2024-05-13,259,224.0,248.0,256.0,254.0,1.0,1.0,0.896551724137931,0.8620689655172413,1.0,,,,,,
lshift_reg_kgoliya_buggy1.v,12,2175,gpt-4o-2024-05-13,253,259.0,259.0,260.0,261.0,1.0,0.603448275862069,0.8620689655172413,0.5086206896551724,0.8620689655172413,,,,,,
mux_4_1_wadden_buggy1.v,12,2143,gpt-4o-2024-05-13,216,238.0,236.0,236.0,217.0,1.0,1.0,1.0,1.0,1.0,,,,,,
mux_4_1_wadden_buggy2.v,12,2143,gpt-4o-2024-05-13,246,242.0,238.0,238.0,197.0,1.0,1.0,1.0,1.0,1.0,,,,,,
mux_4_1_kgoliya_buggy1.v,12,2138,gpt-4o-2024-05-13,246,234.0,257.0,251.0,246.0,1.0,1.0,1.0,1.0,1.0,,,,,,
i2c_slave_model_wadden_buggy1.v,12,4755,gpt-4o-2024-05-13,2688,2311.0,2919.0,2315.0,2313.0,0.6716465570125335,0.8383484759562883,0.8383484759562883,0.8383484759562883,0.8383484759562883,,,,,,
i2c_slave_model_wadden_buggy2.v,12,4762,gpt-4o-2024-05-13,2934,2927.0,2319.0,1435.0,2939.0,1.0,1.0,0.8383484759562883,1.0,1.0,,,,,,
i2c_master_bit_ctrl_kgoliya_buggy1.v,12,19138,gpt-4o-2024-05-13,5640,5641.0,5640.0,5664.0,5636.0,1.0,1.0,1.0,0.0,1.0,,,,,,
keccak_wadden_buggy1.v,12,2959,gpt-4o-2024-05-13,632,931.0,931.0,931.0,931.0,0.0,0.0,0.0,0.0,0.0,,,,,,
keccak_wadden_buggy2.v,12,2913,gpt-4o-2024-05-13,906,906.0,906.0,898.0,906.0,0.0,0.0,0.0,0.0,0.0,,,,,,
padder_ssscrazy_buggy1.v,12,2959,gpt-4o-2024-05-13,881,812.0,845.0,879.0,842.0,0.8718138355476901,0.5495126654164135,0.8718138355476901,0.8718138355476901,0.8718138355476901,,,,,,
round_ssscrazy_buggy1.v,12,4204,gpt-4o-2024-05-13,2086,2075.0,1997.0,2104.0,2102.0,0.0,0.0,0.0,0.0,0.0,,,,,,
tate_pairing_wadden_buggy1.v,12,3741,gpt-4o-2024-05-13,1671,1643.0,1625.0,1630.0,1616.0,0.0,0.0,0.0,1.0,0.0,,,,,,
tate_pairing_kgoliya_buggy1.v,12,3728,gpt-4o-2024-05-13,1643,1487.0,1643.0,1386.0,1614.0,0.0,0.0,0.0,0.0,0.0,,,,,,
tate_pairing_wadden_buggy2.v,12,3729,gpt-4o-2024-05-13,1633,1627.0,1649.0,1654.0,1632.0,0.0,0.0,0.0,0.0,0.0,,,,,,
BM_lamda_ssscrazy_buggy1.v,12,4750,gpt-4o-2024-05-13,2895,3108.0,2736.0,2723.0,2729.0,0.1827165546253889,0.0,1.0,0.601259035020673,0.1817801021912746,,,,,,
out_stage_ssscrazy_buggy1.v,12,2825,gpt-4o-2024-05-13,711,683.0,539.0,500.0,505.0,0.9322396018271656,1.0,1.0,0.9322183029720168,1.0,,,,,,
sdram_controller_wadden_buggy1.v,12,5668,gpt-4o-2024-05-13,2909,2944.0,2957.0,2673.0,2935.0,1.0,1.0,1.0,1.0,1.0,,,,,,
sdram_controller_wadden_buggy2.v,12,6336,gpt-4o-2024-05-13,2942,2936.0,2936.0,2949.0,2944.0,0.9982340345687734,0.1616770996841727,0.1616770996841727,1.0,1.0,,,,,,
sdram_controller_kgoliya_buggy2.v,12,6389,gpt-4o-2024-05-13,2944,2604.0,2414.0,2965.0,2246.0,0.7288255285342279,0.7288255285342279,0.7288255285342279,0.7288255285342279,0.7288255285342279,,,,,,
decoder_3_to_8_wadden_buggy1.v,13,3400,gpt-4o-2024-05-13,396,396.0,396.0,396.0,396.0,1.0,1.0,1.0,1.0,1.0,,,,,,
decoder_3_to_8_wadden_buggy2.v,13,3204,gpt-4o-2024-05-13,375,378.0,358.0,378.0,379.0,1.0,1.0,1.0,1.0,1.0,,,,,,
first_counter_overflow_wadden_buggy1.v,13,3487,gpt-4o-2024-05-13,299,371.0,308.0,369.0,336.0,1.0,0.9448275862068966,0.9310344827586208,0.9310344827586208,1.0,,,,,,
first_counter_overflow_wadden_buggy2.v,13,2759,gpt-4o-2024-05-13,369,352.0,359.0,196.0,339.0,0.9310344827586208,1.0,0.7655172413793103,0.7655172413793103,0.7655172413793103,,,,,,
first_counter_overflow_kgoliya_buggy1.v,13,3986,gpt-4o-2024-05-13,377,374.0,375.0,350.0,399.0,0.8758620689655172,0.8758620689655172,0.8758620689655172,0.9310344827586208,0.8758620689655172,,,,,,
tff_wadden_buggy1.v,13,2425,gpt-4o-2024-05-13,71,76.0,74.0,70.0,71.0,0.8823529411764706,0.8823529411764706,1.0,0.8823529411764706,0.8823529411764706,,,,,,
tff_wadden_buggy2.v,13,2427,gpt-4o-2024-05-13,73,67.0,73.0,61.0,79.0,1.0,1.0,1.0,1.0,1.0,,,,,,
fsm_full_wadden_buggy1.v,13,3851,gpt-4o-2024-05-13,1054,1040.0,1044.0,984.0,1030.0,1.0,1.0,1.0,1.0,1.0,,,,,,
fsm_full_wadden_buggy2.v,13,3988,gpt-4o-2024-05-13,999,1019.0,1016.0,1012.0,1028.0,0.902439024390244,0.902439024390244,0.902439024390244,0.902439024390244,0.902439024390244,,,,,,
fsm_full_ssscrazy_buggy1.v,13,3833,gpt-4o-2024-05-13,1051,1028.0,1028.0,1032.0,1045.0,0.9,1.0,1.0,1.0,0.902439024390244,,,,,,
fsm_full_ssscrazy_buggy2.v,13,4325,gpt-4o-2024-05-13,1037,1044.0,1018.0,1044.0,1097.0,1.0,1.0,1.0,1.0,0.9,,,,,,
lshift_reg_wadden_buggy1.v,13,4946,gpt-4o-2024-05-13,249,259.0,254.0,256.0,262.0,0.896551724137931,0.896551724137931,0.896551724137931,1.0,0.896551724137931,,,,,,
lshift_reg_wadden_buggy2.v,13,3412,gpt-4o-2024-05-13,260,229.0,232.0,250.0,260.0,1.0,0.8620689655172413,1.0,1.0,1.0,,,,,,
lshift_reg_kgoliya_buggy1.v,13,3456,gpt-4o-2024-05-13,258,266.0,274.0,260.0,252.0,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.8620689655172413,,,,,,
mux_4_1_wadden_buggy1.v,13,4137,gpt-4o-2024-05-13,217,236.0,236.0,246.0,201.0,1.0,1.0,1.0,1.0,1.0,,,,,,
mux_4_1_wadden_buggy2.v,13,4137,gpt-4o-2024-05-13,245,144.0,226.0,197.0,259.0,1.0,1.0,0.2666666666666666,1.0,1.0,,,,,,
mux_4_1_kgoliya_buggy1.v,13,3802,gpt-4o-2024-05-13,232,240.0,232.0,231.0,232.0,1.0,1.0,1.0,1.0,1.0,,,,,,
