Filename,Scenario ID,Tokens Input,Model Type,Tokens Output Iteration_1,Tokens Output Iteration_2,Tokens Output Iteration_3,Tokens Output Iteration_4,Tokens Output Iteration_5,Fitness Iteration_1,Fitness Iteration_2,Fitness Iteration_3,Fitness Iteration_4,Fitness Iteration_5,Cost Input,Cost Output,Cost Total,Time,Simulation Status,Simulation Time
tate_pairing_wadden_buggy2.v,2,1898,gpt-4o,1621,1614.0,1211.0,1631.0,1640.0,0.0,0.0,0.0,0.0,0.0,,,,,,
BM_lamda_ssscrazy_buggy1.v,2,3150,gpt-4o,2855,2781.0,2808.0,2735.0,2556.0,0.1856872032210112,0.1802297799096046,0.1850793517052943,0.1850793517052943,0.1850793517052943,,,,,,
out_stage_ssscrazy_buggy1.v,2,945,gpt-4o,502,515.0,411.0,527.0,494.0,0.5715284757370952,0.6070318189204317,1.0,1.0,1.0,,,,,,
sdram_controller_wadden_buggy1.v,2,3348,gpt-4o,2955,2361.0,2952.0,2946.0,2953.0,1.0,1.0,1.0,1.0,1.0,,,,,,
sdram_controller_wadden_buggy2.v,2,3473,gpt-4o,2658,2960.0,2931.0,2645.0,2643.0,1.0,1.0,1.0,1.0,0.0,,,,,,
sdram_controller_kgoliya_buggy2.v,2,3487,gpt-4o,2657,2964.0,2715.0,2927.0,2936.0,0.7288255285342279,0.7288255285342279,0.7274131614953436,0.7288255285342279,0.7288255285342279,,,,,,
decoder_3_to_8_wadden_buggy1.v,11,1454,gpt-4o,399,396.0,451.0,395.0,309.0,1.0,1.0,1.0,1.0,1.0,,,,,,
decoder_3_to_8_wadden_buggy2.v,11,1276,gpt-4o,395,356.0,378.0,378.0,378.0,0.9074074074074074,0.5925925925925926,1.0,1.0,1.0,,,,,,
first_counter_overflow_wadden_buggy1.v,11,1700,gpt-4o,375,382.0,382.0,343.0,348.0,0.9310344827586208,0.9310344827586208,0.8758620689655172,0.7655172413793103,0.8758620689655172,,,,,,
first_counter_overflow_wadden_buggy2.v,11,1003,gpt-4o,372,384.0,340.0,357.0,369.0,0.9310344827586208,1.0,0.7655172413793103,0.7655172413793103,0.9310344827586208,,,,,,
first_counter_overflow_kgoliya_buggy1.v,11,2215,gpt-4o,213,357.0,357.0,357.0,304.0,1.0,1.0,1.0,1.0,1.0,,,,,,
tff_wadden_buggy1.v,11,696,gpt-4o,69,69.0,68.0,69.0,79.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,,,,,,
tff_wadden_buggy2.v,11,698,gpt-4o,81,80.0,72.0,82.0,79.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,,,,,,
fsm_full_wadden_buggy1.v,11,1707,gpt-4o,1050,1057.0,1044.0,1025.0,1044.0,1.0,1.0,1.0,1.0,1.0,,,,,,
fsm_full_wadden_buggy2.v,11,1665,gpt-4o,944,1181.0,982.0,1187.0,1017.0,0.8048780487804879,0.902439024390244,0.902439024390244,1.0,0.902439024390244,,,,,,
fsm_full_ssscrazy_buggy1.v,11,1684,gpt-4o,1029,1080.0,1042.0,1033.0,1203.0,0.9,0.8,1.0,1.0,1.0,,,,,,
fsm_full_ssscrazy_buggy2.v,11,1966,gpt-4o,1034,1040.0,1040.0,1010.0,1029.0,1.0,1.0,1.0,1.0,1.0,,,,,,
lshift_reg_wadden_buggy1.v,11,3197,gpt-4o,261,251.0,260.0,259.0,256.0,0.8362068965517241,0.7758620689655172,0.7931034482758621,0.7931034482758621,0.0,,,,,,
lshift_reg_wadden_buggy2.v,11,1663,gpt-4o,220,215.0,217.0,253.0,256.0,1.0,1.0,1.0,1.0,1.0,,,,,,
lshift_reg_kgoliya_buggy1.v,11,1707,gpt-4o,197,219.0,237.0,254.0,224.0,0.8620689655172413,1.0,0.8620689655172413,0.8620689655172413,1.0,,,,,,
mux_4_1_wadden_buggy1.v,11,2392,gpt-4o,232,231.0,198.0,237.0,238.0,1.0,1.0,1.0,1.0,1.0,,,,,,
mux_4_1_wadden_buggy2.v,11,2392,gpt-4o,139,236.0,205.0,226.0,236.0,1.0,1.0,1.0,1.0,1.0,,,,,,
mux_4_1_kgoliya_buggy1.v,11,2057,gpt-4o,237,196.0,236.0,231.0,235.0,1.0,1.0,1.0,1.0,1.0,,,,,,
i2c_slave_model_wadden_buggy1.v,11,4034,gpt-4o,1150,2923.0,2922.0,2199.0,2200.0,0.0,0.8383484759562883,0.8383484759562883,0.8383484759562883,0.8383484759562883,,,,,,
i2c_slave_model_wadden_buggy2.v,11,4041,gpt-4o,2179,2180.0,2924.0,2175.0,2208.0,1.0,1.0,0.8383484759562883,0.8383484759562883,1.0,,,,,,
i2c_master_bit_ctrl_kgoliya_buggy1.v,11,19932,gpt-4o,3898,5640.0,5640.0,5636.0,5637.0,1.0,1.0,1.0,1.0,0.0,,,,,,
keccak_wadden_buggy1.v,11,4756,gpt-4o,915,932.0,919.0,947.0,929.0,0.0,0.0,0.0,0.0,0.0,,,,,,
keccak_wadden_buggy2.v,11,4731,gpt-4o,911,912.0,893.0,898.0,900.0,0.0,0.0,0.0,0.0,0.0,,,,,,
padder_ssscrazy_buggy1.v,11,3259,gpt-4o,870,596.0,834.0,607.0,865.0,1.0,0.0,0.0,0.0,0.9167437069124912,,,,,,
round_ssscrazy_buggy1.v,11,6022,gpt-4o,2087,2205.0,2087.0,2086.0,1948.0,0.0,0.0,1.0,0.0,0.0,,,,,,
tate_pairing_wadden_buggy1.v,11,2411,gpt-4o,1625,1641.0,1626.0,1649.0,1613.0,0.0,0.0,0.0,0.0,0.0,,,,,,
tate_pairing_kgoliya_buggy1.v,11,2259,gpt-4o,1459,1471.0,1450.0,1481.0,1450.0,1.0,1.0,1.0,1.0,0.2068669527896995,,,,,,
tate_pairing_wadden_buggy2.v,11,2415,gpt-4o,1616,1646.0,1621.0,1634.0,1584.0,0.0,0.0,0.0,0.0,0.0,,,,,,
BM_lamda_ssscrazy_buggy1.v,11,5841,gpt-4o,2726,2760.0,2818.0,2755.0,2856.0,0.1821556460980145,0.1821460167670725,0.1821460167670725,0.1850793517052943,0.1850793517052943,,,,,,
out_stage_ssscrazy_buggy1.v,11,1367,gpt-4o,544,505.0,522.0,532.0,516.0,1.0,1.0,1.0,1.0,1.0,,,,,,
sdram_controller_wadden_buggy1.v,11,6921,gpt-4o,2285,2684.0,2279.0,2388.0,2693.0,1.0,1.0,1.0,1.0,1.0,,,,,,
sdram_controller_wadden_buggy2.v,11,6731,gpt-4o,2918,2693.0,2944.0,2336.0,2683.0,0.1616770996841727,1.0,1.0,0.5306424344885884,1.0,,,,,,
sdram_controller_kgoliya_buggy2.v,11,5314,gpt-4o,2661,2655.0,2659.0,2946.0,2932.0,0.7288255285342279,0.1962344757187955,0.7288255285342279,0.7288255285342279,0.7288255285342279,,,,,,
decoder_3_to_8_wadden_buggy1.v,12,911,gpt-4o,396,427.0,396.0,396.0,396.0,1.0,1.0,1.0,1.0,1.0,,,,,,
decoder_3_to_8_wadden_buggy2.v,12,875,gpt-4o,379,378.0,378.0,370.0,378.0,1.0,1.0,1.0,1.0,1.0,,,,,,
first_counter_overflow_wadden_buggy1.v,12,711,gpt-4o,382,359.0,356.0,359.0,364.0,1.0,1.0,1.0,0.9310344827586208,1.0,,,,,,
first_counter_overflow_wadden_buggy2.v,12,682,gpt-4o,339,370.0,339.0,353.0,341.0,0.7655172413793103,0.9310344827586208,0.7655172413793103,0.7655172413793103,1.0,,,,,,
first_counter_overflow_kgoliya_buggy1.v,12,697,gpt-4o,372,356.0,339.0,357.0,356.0,0.9448275862068966,1.0,0.7655172413793103,1.0,1.0,,,,,,
tff_wadden_buggy1.v,12,374,gpt-4o,81,79.0,71.0,78.0,69.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,,,,,,
tff_wadden_buggy2.v,12,376,gpt-4o,73,79.0,71.0,71.0,83.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,,,,,,
fsm_full_wadden_buggy1.v,12,1757,gpt-4o,1087,1075.0,1096.0,1036.0,840.0,0.9,0.9,0.9,1.0,1.0,,,,,,
fsm_full_wadden_buggy2.v,12,1899,gpt-4o,1016,1022.0,940.0,1010.0,1010.0,0.902439024390244,0.902439024390244,0.6666666666666666,0.902439024390244,0.902439024390244,,,,,,
fsm_full_ssscrazy_buggy1.v,12,1739,gpt-4o,989,1072.0,1011.0,1068.0,973.0,0.8095238095238095,0.9,0.8095238095238095,0.9,1.0,,,,,,
fsm_full_ssscrazy_buggy2.v,12,2032,gpt-4o,1038,1038.0,1042.0,1021.0,1040.0,1.0,1.0,1.0,1.0,1.0,,,,,,
lshift_reg_wadden_buggy1.v,12,577,gpt-4o,225,254.0,260.0,269.0,254.0,1.0,1.0,1.0,0.896551724137931,1.0,,,,,,
lshift_reg_wadden_buggy2.v,12,577,gpt-4o,154,260.0,259.0,230.0,261.0,1.0,1.0,1.0,1.0,1.0,,,,,,
lshift_reg_kgoliya_buggy1.v,12,580,gpt-4o,266,259.0,263.0,232.0,268.0,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.8620689655172413,,,,,,
mux_4_1_wadden_buggy1.v,12,548,gpt-4o,237,195.0,238.0,237.0,232.0,1.0,1.0,1.0,1.0,1.0,,,,,,
mux_4_1_wadden_buggy2.v,12,548,gpt-4o,237,240.0,245.0,232.0,240.0,1.0,1.0,1.0,1.0,1.0,,,,,,
mux_4_1_kgoliya_buggy1.v,12,543,gpt-4o,235,233.0,237.0,236.0,236.0,1.0,1.0,1.0,1.0,1.0,,,,,,
i2c_slave_model_wadden_buggy1.v,12,3160,gpt-4o,2891,2891.0,2311.0,2626.0,2892.0,0.8383484759562883,0.8383484759562883,0.8383484759562883,0.8383484759562883,1.0,,,,,,
i2c_slave_model_wadden_buggy2.v,12,3167,gpt-4o,2962,2112.0,2186.0,2202.0,2906.0,0.8383484759562883,1.0,1.0,0.800923772684788,1.0,,,,,,
i2c_master_bit_ctrl_kgoliya_buggy1.v,12,15948,gpt-4o,5641,5641.0,5663.0,5641.0,5653.0,1.0,1.0,1.0,1.0,1.0,,,,,,
keccak_wadden_buggy1.v,12,1364,gpt-4o,937,922.0,946.0,937.0,937.0,0.0,0.0,0.0,0.0,0.0,,,,,,
keccak_wadden_buggy2.v,12,1318,gpt-4o,906,901.0,906.0,897.0,619.0,0.0,0.0,0.0,0.2754735536836704,0.0,,,,,,
padder_ssscrazy_buggy1.v,12,1364,gpt-4o,826,796.0,869.0,824.0,827.0,0.9167437069124912,0.5495126654164135,0.9167437069124912,0.9167437069124912,0.9167437069124912,,,,,,
round_ssscrazy_buggy1.v,12,2609,gpt-4o,2113,2101.0,2106.0,2086.0,2155.0,0.0,0.0,0.0,0.0,0.0,,,,,,
tate_pairing_wadden_buggy1.v,12,2146,gpt-4o,1461,1615.0,1651.0,1639.0,1576.0,0.2068669527896995,0.0,0.2068669527896995,0.0,0.2068669527896995,,,,,,
tate_pairing_kgoliya_buggy1.v,12,2133,gpt-4o,1617,1644.0,1644.0,1616.0,1642.0,0.0,0.0,0.0,0.0,0.0,,,,,,
tate_pairing_wadden_buggy2.v,12,2134,gpt-4o,1653,1618.0,1622.0,1615.0,1612.0,0.0,0.0,0.0,0.0,0.0,,,,,,
BM_lamda_ssscrazy_buggy1.v,12,3155,gpt-4o,2716,2378.0,2734.0,2725.0,2835.0,0.499741825994331,0.1850793517052943,0.9780090154610944,0.5632105050942726,0.1850793517052943,,,,,,
out_stage_ssscrazy_buggy1.v,12,1230,gpt-4o,516,484.0,692.0,516.0,406.0,1.0,1.0,1.0,1.0,0.9322396018271656,,,,,,
sdram_controller_wadden_buggy1.v,12,4073,gpt-4o,2944,2944.0,2945.0,2689.0,2942.0,1.0,1.0,1.0,1.0,1.0,,,,,,
sdram_controller_wadden_buggy2.v,12,4741,gpt-4o,2942,2949.0,2198.0,2949.0,2944.0,0.9977047516055704,1.0,1.0,1.0,1.0,,,,,,
sdram_controller_kgoliya_buggy2.v,12,4794,gpt-4o,2622,2343.0,2371.0,2406.0,3018.0,0.7288255285342279,0.7288255285342279,0.7288255285342279,0.9981456134928696,0.7288255285342279,,,,,,
decoder_3_to_8_wadden_buggy1.v,13,1802,gpt-4o,396,396.0,396.0,396.0,396.0,1.0,1.0,1.0,1.0,1.0,,,,,,
decoder_3_to_8_wadden_buggy2.v,13,1606,gpt-4o,379,378.0,393.0,358.0,358.0,1.0,0.6666666666666666,1.0,1.0,1.0,,,,,,
first_counter_overflow_wadden_buggy1.v,13,1889,gpt-4o,209,339.0,372.0,316.0,373.0,0.9310344827586208,0.7655172413793103,0.9310344827586208,0.9310344827586208,0.8758620689655172,,,,,,
first_counter_overflow_wadden_buggy2.v,13,1161,gpt-4o,372,351.0,365.0,354.0,359.0,0.7655172413793103,0.9310344827586208,0.7103448275862069,0.7655172413793103,0.7655172413793103,,,,,,
first_counter_overflow_kgoliya_buggy1.v,13,2388,gpt-4o,357,357.0,356.0,351.0,407.0,1.0,1.0,1.0,1.0,0.9310344827586208,,,,,,
tff_wadden_buggy1.v,13,827,gpt-4o,69,69.0,74.0,78.0,76.0,0.8823529411764706,0.8823529411764706,1.0,0.8823529411764706,0.8823529411764706,,,,,,
tff_wadden_buggy2.v,13,829,gpt-4o,66,73.0,80.0,71.0,73.0,1.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,,,,,,
fsm_full_wadden_buggy1.v,13,2253,gpt-4o,1044,1044.0,1044.0,1044.0,1044.0,1.0,1.0,1.0,1.0,1.0,,,,,,
fsm_full_wadden_buggy2.v,13,2390,gpt-4o,1016,1013.0,1016.0,1016.0,1012.0,0.902439024390244,0.7142857142857143,0.902439024390244,0.902439024390244,0.8095238095238095,,,,,,
fsm_full_ssscrazy_buggy1.v,13,2235,gpt-4o,1029,1033.0,1022.0,1022.0,1009.0,0.9,1.0,1.0,1.0,1.0,,,,,,
fsm_full_ssscrazy_buggy2.v,13,2727,gpt-4o,1034,973.0,935.0,925.0,1038.0,1.0,1.0,1.0,1.0,1.0,,,,,,
lshift_reg_wadden_buggy1.v,13,3348,gpt-4o,261,262.0,225.0,259.0,263.0,1.0,1.0,1.0,0.896551724137931,1.0,,,,,,
lshift_reg_wadden_buggy2.v,13,1814,gpt-4o,250,264.0,253.0,254.0,254.0,1.0,1.0,0.896551724137931,1.0,1.0,,,,,,
lshift_reg_kgoliya_buggy1.v,13,1858,gpt-4o,255,261.0,229.0,259.0,260.0,1.0,1.0,0.8620689655172413,0.8620689655172413,1.0,,,,,,
mux_4_1_wadden_buggy1.v,13,2539,gpt-4o,191,232.0,236.0,236.0,204.0,1.0,1.0,1.0,1.0,1.0,,,,,,
mux_4_1_wadden_buggy2.v,13,2539,gpt-4o,236,226.0,238.0,236.0,227.0,1.0,1.0,1.0,1.0,1.0,,,,,,
mux_4_1_kgoliya_buggy1.v,13,2204,gpt-4o,197,190.0,232.0,236.0,237.0,1.0,1.0,1.0,1.0,1.0,,,,,,
i2c_slave_model_wadden_buggy1.v,13,4115,gpt-4o,1633,2096.0,3005.0,2194.0,2201.0,0.8383484759562883,0.8383484759562883,0.0,0.8383484759562883,0.8383484759562883,,,,,,
i2c_slave_model_wadden_buggy2.v,13,4122,gpt-4o,2493,2902.0,2925.0,1471.0,2929.0,0.6625417953869804,0.8383484759562883,1.0,0.8383484759562883,0.8383484759562883,,,,,,
i2c_master_bit_ctrl_kgoliya_buggy1.v,13,20094,gpt-4o,5641,5640.0,5639.0,5664.0,5663.0,1.0,1.0,1.0,1.0,1.0,,,,,,
keccak_wadden_buggy1.v,13,5035,gpt-4o,920,944.0,920.0,929.0,929.0,0.0,0.0,0.0,0.0,0.0,,,,,,
keccak_wadden_buggy2.v,13,4985,gpt-4o,901,898.0,905.0,894.0,901.0,0.0,0.0,0.0,0.2754521742848591,0.0,,,,,,
padder_ssscrazy_buggy1.v,13,3591,gpt-4o,890,863.0,861.0,877.0,864.0,0.9167437069124912,0.9167437069124912,0.5495126654164135,0.9167437069124912,0.9167437069124912,,,,,,
round_ssscrazy_buggy1.v,13,6380,gpt-4o,2102,2086.0,2086.0,2086.0,2085.0,0.0,0.0,0.0,1.0,0.0,,,,,,
tate_pairing_wadden_buggy1.v,13,2750,gpt-4o,1679,1648.0,1388.0,1641.0,1626.0,0.0,0.2068669527896995,0.0,0.0,0.0,,,,,,
tate_pairing_kgoliya_buggy1.v,13,2750,gpt-4o,1642,1614.0,1616.0,1619.0,1618.0,0.0,0.0,0.0,0.0,0.0,,,,,,
tate_pairing_wadden_buggy2.v,13,2741,gpt-4o,1618,1643.0,1646.0,1589.0,1647.0,0.0,0.0,0.0,0.0,0.0,,,,,,
BM_lamda_ssscrazy_buggy1.v,13,5922,gpt-4o,2709,2726.0,2281.0,2728.0,2741.0,0.181269747651346,0.1850793517052943,0.1850793517052943,0.1850793517052943,0.1850793517052943,,,,,,
out_stage_ssscrazy_buggy1.v,13,1751,gpt-4o,516,516.0,516.0,516.0,516.0,1.0,1.0,1.0,1.0,1.0,,,,,,
sdram_controller_wadden_buggy1.v,13,7874,gpt-4o,2945,2973.0,2473.0,2944.0,2673.0,1.0,1.0,0.7322619100181024,1.0,0.0,,,,,,
sdram_controller_wadden_buggy2.v,13,8362,gpt-4o,2684,2908.0,2944.0,2944.0,2954.0,1.0,1.0,0.1616770996841727,1.0,0.1616770996841727,,,,,,
